family,scope,a,b,case,outcome,n_disc,p,p_min_attainable,attainable_below_05
Family 3,factual,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,factual,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,4,1.0,0.125,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,3,1.0,0.25,False
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,2,1.0,0.5,False
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,3,1.0,0.25,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,B,abstained,2,0.5,0.5,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,4,0.625,0.125,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,1.0,0.25,False
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,3,0.25,0.25,False
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,2,1.0,0.5,False
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_correct,2,1.0,0.5,False
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,3,0.25,0.25,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_correct,3,0.25,0.25,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,2,0.5,0.5,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,2,1.0,0.5,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,1.0,0.25,False
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_offtarget,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,3,1.0,0.25,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,2,0.5,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,5,0.375,0.0625,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,1.0,0.25,False
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,5,0.375,0.0625,False
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,2,1.0,0.5,False
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,2,1.0,0.5,False
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,1.0,0.25,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,5,0.375,0.0625,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,4,0.125,0.125,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,0.25,0.25,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,5,1.0,0.0625,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,1.0,0.25,False
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,4,0.625,0.125,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_ungrounded,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_ungrounded,2,1.0,0.5,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,1,1.0,1,False
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,2,1.0,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,C,abstained,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,2,1.0,0.5,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,thematic,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,thematic,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,2,1.0,0.5,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,4,0.625,0.125,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,B,abstained,2,0.5,0.5,False
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,abstained,0,,,
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,B,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,2,0.5,0.5,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,2,0.5,0.5,False
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,0,,,
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_offtarget,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,2,1.0,0.5,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,2,1.0,0.5,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,C,abstained,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,abstained,1,1.0,1,False
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,C,abstained,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,comparative,chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,1,1.0,1,False
Family 3,comparative,chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,0,,,
Family 3,comparative,chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_ungrounded,1,1.0,1,False
Family 3,comparative,chunk200_dense_enriched,chunk500_dense_enriched,C,answered_ungrounded,0,,,
