model,family,scope,a,b,case,outcome,n_matched,win,loss,tie,n_disc,p,testable,p_holm
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,12,2,0,10,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,14,2,2,10,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,11,2,0,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,11,2,1,8,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,11,1,1,9,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,12,1,2,9,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,B,abstained,11,2,0,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,abstained,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,B,abstained,11,0,1,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_correct,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,12,0,1,11,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,14,2,0,12,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,11,3,0,8,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,11,2,0,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,11,0,2,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,11,1,1,9,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_correct,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,12,2,0,10,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_correct,10,3,0,7,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,10,2,0,8,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,11,1,1,9,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,11,0,1,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_offtarget,11,0,2,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,12,2,1,9,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,14,0,2,12,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,11,1,4,6,5,0.375,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,11,0,3,8,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,11,3,0,8,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,11,1,1,9,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,10,1,1,8,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,12,0,3,9,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,10,0,3,7,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,10,0,4,6,4,0.125,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,11,2,3,6,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,11,0,1,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,11,2,2,7,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,12,0,2,10,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_ungrounded,14,0,0,14,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,11,0,2,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,11,0,2,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_ungrounded,10,0,2,8,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_ungrounded,12,2,0,10,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_ungrounded,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,11,0,2,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,11,2,0,9,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,C,abstained,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,C,abstained,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,C,abstained,4,0,1,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_correct,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,4,1,0,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_offtarget,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_ungrounded,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_ungrounded,0,0,0,0,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,thematic (n=15),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,4,0,1,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,5,1,1,3,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,6,0,1,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,6,3,1,2,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,5,0,1,4,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,4,1,0,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,4,1,0,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,comparative (n=11),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
